id,identifier,NAZWA,ULICA,KOD pocztowy,MIASTO,WOJEWÓDZTWO,name,,health_fund
375,788,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Kępnie,Szpitalna 7,63-600,Kępno,wielkopolskie,"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Kępnie, ul. Szpitalna 7, 63-600 Kępno",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
376,798,Samodzielny Publiczny Zakład Opieki Zdrowotnej,Księcia Józefa Poniatowskiego 25,62-600,Koło,wielkopolskie,"Samodzielny Publiczny Zakład Opieki Zdrowotnej, ul. Księcia Józefa Poniatowskiego 25, 62-600 Koło",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
377,800,Wojewódzki Szpital Zespolony,Kardynała Stefana Wyszyńskiego 1,62-510,Konin,wielkopolskie,"Wojewódzki Szpital Zespolony, ul. Kardynała Stefana Wyszyńskiego 1, 62-510 Konin",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
378,802,Samodzielny Publiczny Zespół Opieki Zdrowotnej,Szpitalna 7,64-000,Kościan,wielkopolskie,"Samodzielny Publiczny Zespół Opieki Zdrowotnej, ul. Szpitalna 7, 64-000 Kościan",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
379,820,Samodzielny Publiczny Zespół Opieki Zdrowotnej. Oddział Położniczo-Ginekologiczny z Traktem Porodowo-Operacyjnym Szpitala Powiatowego im. Marcelego Neneckiego,Bolewskiego 4-8,63-700,Krotoszyn,wielkopolskie,"Samodzielny Publiczny Zespół Opieki Zdrowotnej. Oddział Położniczo-Ginekologiczny z Traktem Porodowo-Operacyjnym Szpitala Powiatowego im. Marcelego Neneckiego, ul. Bolewskiego 4-8, 63-700 Krotoszyn",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
380,832,Wojewódzki Szpital Zespolony,Kiepury 45,64-100,Leszno,wielkopolskie,"Wojewódzki Szpital Zespolony, ul. Kiepury 45, 64-100 Leszno",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
381,890,Samodzielny Publiczny Zakład Opieki Zdrowotnej im. dr Kazimierza Hołogi,Poznańska 30,64-300,Nowy Tomyśl,wielkopolskie,"Samodzielny Publiczny Zakład Opieki Zdrowotnej im. dr Kazimierza Hołogi, ul. Poznańska 30, 64-300 Nowy Tomyśl",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
382,892,Samodzielny Publiczny Zakład Opieki Zdrowotnej,Szpitalna 2,64-600,Oborniki,wielkopolskie,"Samodzielny Publiczny Zakład Opieki Zdrowotnej, ul. Szpitalna 2, 64-600 Oborniki",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
383,907,Zespół Zakładów Opieki Zdrowotnej,Limanowskiego 20/ 22,63-400,Ostrów Wielkopolski,wielkopolskie,"Zespół Zakładów Opieki Zdrowotnej, ul. Limanowskiego 20/ 22, 63-400 Ostrów Wielkopolski",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
384,909,Zespół Zakładów Opieki Zdrowotnej,Al. Wolności 4,63-500,Ostrzeszów,wielkopolskie,"Zespół Zakładów Opieki Zdrowotnej, ul. Al. Wolności 4, 63-500 Ostrzeszów",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
385,917,Szpital Specjalistyczny w Pile im. Stanisława Staszica,Rydygiera 1,64-920,Piła,wielkopolskie,"Szpital Specjalistyczny w Pile im. Stanisława Staszica, ul. Rydygiera 1, 64-920 Piła",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
386,923,Pleszewskie Centrum Medyczne w Pleszewie Sp. z o.o.,Poznańska 125a,63-300,Pleszew,wielkopolskie,"Pleszewskie Centrum Medyczne w Pleszewie Sp. z o.o., ul. Poznańska 125a, 63-300 Pleszew",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
387,932,Ginekologiczno-Położniczy Szpital Kliniczny Akademii Medycznej,Polna 33,60-533,Poznań,wielkopolskie,"Ginekologiczno-Położniczy Szpital Kliniczny Akademii Medycznej, ul. Polna 33, 60-533 Poznań",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
388,933,Specjalistyczny Zespół Opieki Zdrowotnej nad Matką i Dzieckiem (Szpital Świętej Rodziny),Jarochowskiego 18,60-235,Poznań,wielkopolskie,"Specjalistyczny Zespół Opieki Zdrowotnej nad Matką i Dzieckiem (Szpital Świętej Rodziny), ul. Jarochowskiego 18, 60-235 Poznań",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
389,934,Szpital Miejski im. Franciszka Raszei,Mickiewicza 2,60-834,Poznań,wielkopolskie,"Szpital Miejski im. Franciszka Raszei, ul. Mickiewicza 2, 60-834 Poznań",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
390,935,Szpital Wojewódzki,Juraszów 7/19,60-479,Poznań,wielkopolskie,"Szpital Wojewódzki, ul. Juraszów 7/19, 60-479 Poznań",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
391,957,Szpital Powiatowy w Rawiczu Sp. z o.o.,Gen.Grota Roweckiego 6,63-900,Rawicz,wielkopolskie,"Szpital Powiatowy w Rawiczu Sp. z o.o., ul. Gen.Grota Roweckiego 6, 63-900 Rawicz",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
392,981,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Słupcy,Traugutta 7,62-400,Słupca,wielkopolskie,"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Słupcy, ul. Traugutta 7, 62-400 Słupca",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
393,1013,Samodzielny Publiczny Zespól Opieki Zdrowotnej,Sukiennicza 13,64-500,Szamotuły,wielkopolskie,"Samodzielny Publiczny Zespól Opieki Zdrowotnej, ul. Sukiennicza 13, 64-500 Szamotuły",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
394,988,Szpital w Śremie Sp z o.o.,Chełmońskiego 1,63-100,Śrem,wielkopolskie,"Szpital w Śremie Sp z o.o., ul. Chełmońskiego 1, 63-100 Śrem",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
395,990,Szpital Średzki Sp. z o.o.,Żwirki i Wigury 10,63-000,Środa Wielkopolska,wielkopolskie,"Szpital Średzki Sp. z o.o., ul. Żwirki i Wigury 10, 63-000 Środa Wielkopolska",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
396,1034,Szpital Powiatowy im. Jana Pawła II,Sikorskiego 9,64-980,Trzcianka,wielkopolskie,"Szpital Powiatowy im. Jana Pawła II, ul. Sikorskiego 9, 64-980 Trzcianka",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
397,1038,Samodzielny Publiczny Zespól Opieki Zdrowotnej,Poduchowne 1,62-700,Turek,wielkopolskie,"Samodzielny Publiczny Zespól Opieki Zdrowotnej, ul. Poduchowne 1, 62-700 Turek",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
398,1044,Zespół Opieki Zdrowotnej,Kościuszki 74,62-100,Wągrowiec,wielkopolskie,"Zespół Opieki Zdrowotnej, ul. Kościuszki 74, 62-100 Wągrowiec",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
399,1074,Samodzielny Publiczny Zakład Opieki Zdrowotnej,Wschowska 3,64-200,Wolsztyn,wielkopolskie,"Samodzielny Publiczny Zakład Opieki Zdrowotnej, ul. Wschowska 3, 64-200 Wolsztyn",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
400,1080,Szpital Powiatowy we Wrześni Sp. z o.o.,Słowackiego 2,62-300,Września,wielkopolskie,"Szpital Powiatowy we Wrześni Sp. z o.o., ul. Słowackiego 2, 62-300 Września",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
401,1082,Szpital Powiatowy w Wyrzysku Sp.z o.o.,22 stycznia 41,89-300,Wyrzysk,wielkopolskie,"Szpital Powiatowy w Wyrzysku Sp.z o.o., ul. 22 stycznia 41, 89-300 Wyrzysk",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
402,1101,Szpital Powiatowy im. Alfreda Sokołowskiego,Szpitalna 28,77-400,Złotów,wielkopolskie,"Szpital Powiatowy im. Alfreda Sokołowskiego, ul. Szpitalna 28, 77-400 Złotów",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
403,1152,Samodzielny Publiczny Zakład Opieki Zdrowotnej w Międzychodzie,Szpitalna 10,64-400,Międzychód,wielkopolskie,"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Międzychodzie, ul. Szpitalna 10, 64-400 Międzychód",Wielkopolski Oddział Narodowego Funduszu Zdrowia w Poznaniu,15
404,669,Szpital Barlinek Sp. z o.o.,Szpitalna 10,74-320,Barlinek,zachodniopomorskie,"Szpital Barlinek Sp. z o.o., ul. Szpitalna 10, 74-320 Barlinek",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
405,675,CENTRUM DIALIZA SP. Z O.O. SZPITAL W BIAŁOGARDZIE,Szpitalna 7,78-200,Białogard,zachodniopomorskie,"CENTRUM DIALIZA SP. Z O.O. SZPITAL W BIAŁOGARDZIE, ul. Szpitalna 7, 78-200 Białogard",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
406,711,Samodzielny Publiczny Zakład Opieki Zdrowotnej,Niedziałkowskiego 4A,73-200,Choszczno,zachodniopomorskie,"Samodzielny Publiczny Zakład Opieki Zdrowotnej, ul. Niedziałkowskiego 4A, 73-200 Choszczno",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
407,725,Szpital w Dębnie Sp. z o.o.,Kościuszki 58,74-400,Dębno,zachodniopomorskie,"Szpital w Dębnie Sp. z o.o., ul. Kościuszki 58, 74-400 Dębno",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
408,726,"""Szpitale Polskie"" S.A. Drawskie Centrum Specjalistyczne",Bolesława Chrobrego 4,78-500,Drawsko Pomorskie,zachodniopomorskie,"""Szpitale Polskie"" S.A. Drawskie Centrum Specjalistyczne, ul. Bolesława Chrobrego 4, 78-500 Drawsko Pomorskie",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
409,750,Szpitalne Centrum Medyczne w Goleniowie Sp. z o.o,Nowogardzka 2,72-100,Goleniów,zachodniopomorskie,"Szpitalne Centrum Medyczne w Goleniowie Sp. z o.o, ul. Nowogardzka 2, 72-100 Goleniów",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
410,761,Samodzielny Publiczny Zespół zakładów opieki zdrowotnej w Gryficach,Niechorska 27,72-300,Gryfice,zachodniopomorskie,"Samodzielny Publiczny Zespół zakładów opieki zdrowotnej w Gryficach, ul. Niechorska 27, 72-300 Gryfice",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
411,762,Szpital Powiatowy w Gryfinie Sp. z o.o.,Parkowa 5,74-100,Gryfino,zachodniopomorskie,"Szpital Powiatowy w Gryfinie Sp. z o.o., ul. Parkowa 5, 74-100 Gryfino",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
412,779,EMC Instytut Medyczny S.A. Szpital Św. Jerzego w Kamieniu Pomorskim,Szpitalna 10,72-400,Kamień Pomorski,zachodniopomorskie,"EMC Instytut Medyczny S.A. Szpital Św. Jerzego w Kamieniu Pomorskim, ul. Szpitalna 10, 72-400 Kamień Pomorski",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
413,799,Regionalny Szpital w Kołobrzegu,Łopuskiego 33,78-100,Kołobrzeg,zachodniopomorskie,"Regionalny Szpital w Kołobrzegu, ul. Łopuskiego 33, 78-100 Kołobrzeg",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
414,804,Szpital Wojewódzki im. Mikołaja Kopernika,Chałubińskiego 7,75-581,Koszalin,zachodniopomorskie,"Szpital Wojewódzki im. Mikołaja Kopernika, ul. Chałubińskiego 7, 75-581 Koszalin",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
415,884,Samodzielny Publiczny Szpital Regionalny w Nowogardzie,Wojska Polskiego 7,72-200,Nowogard,zachodniopomorskie,"Samodzielny Publiczny Szpital Regionalny w Nowogardzie, ul. Wojska Polskiego 7, 72-200 Nowogard",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
416,930,"Samodzielny Publiczny Szpital Kliniczny nr 1, Pomorski Uniwersytet Medyczny im. Prof. Tadeusza Sokołowskiego, Klinika Medycyny Rozrodu i Ginekologii",Siedlecka 2,72-010,Police,zachodniopomorskie,"Samodzielny Publiczny Szpital Kliniczny nr 1, Pomorski Uniwersytet Medyczny im. Prof. Tadeusza Sokołowskiego, Klinika Medycyny Rozrodu i Ginekologii, ul. Siedlecka 2, 72-010 Police",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
417,929,Przyjazny Szpital w Połczynie Zdroju Sp. z o.o. Centrum Usług Szpitalnych,Gwardii Ludowej 5,78-320,Połczyn Zdrój,zachodniopomorskie,"Przyjazny Szpital w Połczynie Zdroju Sp. z o.o. Centrum Usług Szpitalnych, ul. Gwardii Ludowej 5, 78-320 Połczyn Zdrój",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
418,979,Szpital Powiatowy,I Pułku Ułanów 9,76-100,Sławno,zachodniopomorskie,"Szpital Powiatowy, ul. I Pułku Ułanów 9, 76-100 Sławno",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
419,993,Samodzielny Publiczny Wielospecjalistyczny Zakład Opieki Zdrowotnej,Wojska Polskiego 27,73-110,Stargard Szczeciński,zachodniopomorskie,"Samodzielny Publiczny Wielospecjalistyczny Zakład Opieki Zdrowotnej, ul. Wojska Polskiego 27, 73-110 Stargard Szczeciński",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
420,1017,Samodzielny Publiczny Szpital Kliniczny nr 2 Pomorski Uniwersytet Medyczny w Szczecinie,Al. Powstańców Wielkopolskich 72,70-111,Szczecin,zachodniopomorskie,"Samodzielny Publiczny Szpital Kliniczny nr 2 Pomorski Uniwersytet Medyczny w Szczecinie, ul. Al. Powstańców Wielkopolskich 72, 70-111 Szczecin",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
421,1147,Centrum Narodzin Mamma Sp. z o.o.- Prywatny Szpital Położniczo-Ginekologiczny,Sowia 38,70-792,Szczecin,zachodniopomorskie,"Centrum Narodzin Mamma Sp. z o.o.- Prywatny Szpital Położniczo-Ginekologiczny, ul. Sowia 38, 70-792 Szczecin",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
422,1019,"Samodzielny Publiczny Zakład Opieki Zdrowotnej ""Zdroje""",Mączna 4,70-780,Szczecin,zachodniopomorskie,"Samodzielny Publiczny Zakład Opieki Zdrowotnej ""Zdroje"", ul. Mączna 4, 70-780 Szczecin",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
423,1020,Szpital w Szczecinku Sp. z o.o,Kościuszki 38,78-400,Szczecinek,zachodniopomorskie,"Szpital w Szczecinku Sp. z o.o, ul. Kościuszki 38, 78-400 Szczecinek",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
424,1010,Szpital Miejski im. Jana Garduły w Świnoujściu Sp. z o.o.,Mieszka I 7,72-600,Świnoujście,zachodniopomorskie,"Szpital Miejski im. Jana Garduły w Świnoujściu Sp. z o.o., ul. Mieszka I 7, 72-600 Świnoujście",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
425,1046,107 Szpital Wojskowy z Przychodnią SP ZOZ,Kołobrzeska 44,78-600,Wałcz,zachodniopomorskie,"107 Szpital Wojskowy z Przychodnią SP ZOZ, ul. Kołobrzeska 44, 78-600 Wałcz",Zachodniopomorski Oddział Narodowego Funduszu Zdrowia w Szczecinie,16
